Orthogroup	Saccharomyces_cerevisiae.R64-1-1.pep.all	Schistossoma
OG0001501	YDR382W	6183.Smp_029820.1
OG0001502	YLR405W	6183.Smp_026700.1
OG0001503	YJL029C	6183.Smp_168050.1
OG0001505	YGL003C	6183.Smp_132020.1
OG0001506	YAL046C	6183.Smp_012050.1
OG0001507	YCL001W	6183.Smp_019490.1
OG0001509	YDL058W	6183.Smp_168660.1
OG0001510	YHL004W	6183.Smp_102840.1
OG0001512	YNR046W	6183.Smp_029100.2
OG0001513	YFR032C-A	6183.Smp_066940.1
OG0001514	YKR056W	6183.Smp_123520.1
OG0001516	YGL105W	6183.Smp_073620.1
OG0001517	YPL010W	6183.Smp_020220.2
OG0001518	YNL075W	6183.Smp_061950.1
OG0001519	YOL071W	6183.Smp_029740.1
OG0001520	YER029C	6183.Smp_026770.1
OG0001521	YLR085C	6183.Smp_135570.1
OG0001522	YGR278W	6183.Smp_171070.1
OG0001523	YML038C	6183.Smp_066150.1
OG0001524	YLR433C	6183.Smp_126260.1
OG0001525	YGR110W	6183.Smp_145880.1
OG0001526	YPR173C	6183.Smp_025510.1
OG0001527	YFL044C	6183.Smp_181000.1
OG0001528	YPR024W	6183.Smp_055760.1
OG0001530	YGR262C	6183.Smp_139630.1
OG0001531	YGL200C	6183.Smp_046250.1
OG0001532	YLR370C	6183.Smp_032310.1
OG0001533	YMR036C	6183.Smp_152200.1
OG0001534	YML012W	6183.Smp_079310.1
OG0001535	YNR006W	6183.Smp_093740.3
OG0001536	YBR146W	6183.Smp_164790.1
OG0001538	YGL058W	6183.Smp_118220.1
OG0001539	YOL127W	6183.Smp_003410.1
OG0001540	YEL011W	6183.Smp_094880.1
OG0001541	YBR135W	6183.Smp_158910.1
OG0001542	YHR166C	6183.Smp_037400.1
OG0001543	YDR363W-A	6183.Smp_071000.1
OG0001544	YDR331W	6183.Smp_011230.1
OG0001545	YGR101W	6183.Smp_032420.1
OG0001548	YLR114C	6183.Smp_152140.1
OG0001550	YER061C	6183.Smp_009150.1
OG0001551	YMR236W	6183.Smp_166980.1
OG0001552	YPL063W	6183.Smp_024360.1
OG0001553	YER082C	6183.Smp_120350.1
OG0001554	YKL189W	6183.Smp_007170.1
OG0001555	YJR007W	6183.Smp_093750.2
OG0001558	YGR103W	6183.Smp_055800.1
OG0001559	YIL022W	6183.Smp_158380.1
OG0001560	YKL113C	6183.Smp_186980.1
OG0001561	YER107C	6183.Smp_060170.1
OG0001562	YPL149W	6183.Smp_164770.1
OG0001563	YIL030C	6183.Smp_164830.1
OG0001564	YJR065C	6183.Smp_210740.1
OG0001565	YNL201C	6183.Smp_072350.1
OG0001567	YDR019C	6183.Smp_128980.1
OG0001568	YHR011W	6183.Smp_057230.1
OG0001569	YKL213C	6183.Smp_017750.1
OG0001570	YDR477W	6183.Smp_142990.1
OG0001571	YNL123W	6183.Smp_211260.1
OG0001572	YER125W	6183.Smp_207020.1
OG0001574	YLR377C	6183.Smp_097370.1
OG0001575	YOL114C	6183.Smp_086710.1
OG0001576	YKL154W	6183.Smp_017290.3
OG0001577	YKR063C	6183.Smp_153730.1
OG0001579	YLR336C	6183.Smp_162960.1
OG0001580	YPL098C	6183.Smp_010400.1
OG0001581	YMR216C	6183.Smp_041770.1
OG0001582	YDL216C	6183.Smp_131660.1
OG0001583	YLR347C	6183.Smp_038080.1
OG0001584	YBL004W	6183.Smp_120740.1
OG0001585	YGR094W	6183.Smp_097590.1
OG0001586	YDL100C	6183.Smp_210810.1
OG0001587	YBL013W	6183.Smp_167310.1
OG0001588	YNR016C	6183.Smp_123710.1
OG0001590	YBR231C	6183.Smp_036390.1
OG0001591	YKL134C	6183.Smp_075220.1
OG0001592	YML092C	6183.Smp_067890.1
OG0001593	YFR002W	6183.Smp_103100.1
OG0001594	YNR032C-A	6183.Smp_210190.1
OG0001596	YGR218W	6183.Smp_124820.1
OG0001598	YHR207C	6183.Smp_121610.2
OG0001599	YPR178W	6183.Smp_169060.1
OG0001601	YHL015W	6183.Smp_066990.1
OG0001602	YLR163C	6183.Smp_009650.1
OG0001603	YIL143C	6183.Smp_165580.1
OG0001604	YDR208W	6183.Smp_124970.1
OG0001606	YDR386W	6183.Smp_151510.1
OG0001607	YIR008C	6183.Smp_160190.1
OG0001608	YBR058C	6183.Smp_069960.1
OG0001609	YAL039C	6183.Smp_022320.2
OG0001610	YJR006W	6183.Smp_076660.1
OG0001611	YNR043W	6183.Smp_172660.1
OG0001612	YLR129W	6183.Smp_136010.1
OG0001613	YIL129C	6183.Smp_141860.1
OG0001614	YGL095C	6183.Smp_104520.1
OG0001615	YJR072C	6183.Smp_072790.1
OG0001616	YGL137W	6183.Smp_015090.1
OG0001617	YNL021W	6183.Smp_138770.1
OG0001618	YOR100C	6183.Smp_064150.1
OG0001619	YKL099C	6183.Smp_026190.1
OG0001620	YPL022W	6183.Smp_153770.1
OG0001621	YOL012C	6183.Smp_210630.1
OG0001623	YBL084C	6183.Smp_134020.1
OG0001624	YMR213W	6183.Smp_129320.1
OG0001625	YOR250C	6183.Smp_019130.1
OG0001626	YDR148C	6183.Smp_104330.1
OG0001627	YER007W	6183.Smp_150450.1
OG0001628	YDL201W	6183.Smp_130610.1
OG0001629	YPL001W	6183.Smp_178700.1
OG0001630	YGR223C	6183.Smp_154110.1
OG0001631	YEL002C	6183.Smp_035470.1
OG0001632	YKL179C	6183.Smp_049990.1
OG0001633	YMR208W	6183.Smp_042980.1
OG0001635	YLR259C	6183.Smp_008545.1
OG0001638	YGR285C	6183.Smp_105960.1
OG0001639	YML098W	6183.Smp_210960.1
OG0001640	YFR005C	6183.Smp_017890.1
OG0001641	YNL163C	6183.Smp_000110.1
OG0001643	YDR473C	6183.Smp_060900.1
OG0001644	YGL080W	6183.Smp_022430.1
OG0001645	YGL207W	6183.Smp_212220.1
OG0001646	YGR261C	6183.Smp_210090.1
OG0001648	YDR268W	6183.Smp_150680.1
OG0001649	YPL211W	6183.Smp_021760.1
OG0001650	YBR003W	6183.Smp_059800.1
OG0001653	YOR007C	6183.Smp_065980.1
OG0001654	YER007C-A	6183.Smp_210280.1
OG0001657	YDR086C	6183.Smp_036940.1
OG0001658	YKL088W	6183.Smp_027210.1
OG0001659	YDR023W	6183.Smp_053610.1
OG0001660	YNL118C	6183.Smp_006190.1
OG0001661	YLR060W	6183.Smp_094060.1
OG0001662	YDR394W	6183.Smp_072340.1
OG0001663	YOR361C	6183.Smp_058460.1
OG0001664	YPR168W	6183.Smp_025340.1
OG0001665	YHR070W	6183.Smp_045760.1
OG0001666	YPL040C	6183.Smp_129650.1
OG0001669	YMR227C	6183.Smp_169300.1
OG0001670	YFL022C	6183.Smp_101240.1
OG0001671	YDR183W	6183.Smp_028930.1
OG0001673	YNL290W	6183.Smp_066260.1
OG0001675	YNL250W	6183.Smp_127050.1
OG0001676	YNL227C	6183.Smp_172510.1
OG0001681	YPL002C	6183.Smp_198850.1
OG0001683	YNL092W	6183.Smp_160530.1
OG0001684	YMR274C	6183.Smp_017650.2
OG0001685	YLL029W	6183.Smp_198210.1
OG0001686	YJR121W	6183.Smp_038100.1
OG0001687	YOR283W	6183.Smp_180040.1
OG0001688	YER164W	6183.Smp_041760.1
OG0001689	YCL045C	6183.Smp_003340.1
OG0001690	YPL236C	6183.Smp_126460.1
OG0001691	YPL151C	6183.Smp_104870.1
OG0001692	YMR277W	6183.Smp_131560.1
OG0001693	YJR064W	6183.Smp_063420.1
OG0001694	YOL097C	6183.Smp_082860.1
OG0001695	YJL074C	6183.Smp_145260.1
OG0001696	YOR164C	6183.Smp_050130.1
OG0001697	YEL042W	6183.Smp_081450.1
OG0001698	YPL015C	6183.Smp_084140.1
OG0001699	YJL111W	6183.Smp_149900.1
OG0001700	YKR086W	6183.Smp_156060.1
OG0001702	YIL048W	6183.Smp_091650.1
OG0001703	YPR035W	6183.Smp_091460.1
OG0001704	YNL200C	6183.Smp_142640.1
OG0001705	YGR277C	6183.Smp_149950.1
OG0001706	YPR184W	6183.Smp_007640.1
OG0001707	YPL135W	6183.Smp_077090.1
OG0001708	YPL215W	6183.Smp_063250.1
OG0001709	YCR088W	6183.Smp_070090.1
OG0001710	YML095C	6183.Smp_022470.1
OG0001711	YDR298C	6183.Smp_039000.1
OG0001712	YGR232W	6183.Smp_198360.1
OG0001713	YKL013C	6183.Smp_160770.1
OG0001715	YGL142C	6183.Smp_053460.1
OG0001716	YGL143C	6183.Smp_211090.1
OG0001717	YIL103W	6183.Smp_030930.2
OG0001718	YJR099W	6183.Smp_168800.2
OG0001719	YGR257C	6183.Smp_137000.1
OG0001722	YJL208C	6183.Smp_105080.1
OG0001724	YBR110W	6183.Smp_005010.1
OG0001725	YJL197W	6183.Smp_128770.1
OG0001727	YDR375C	6183.Smp_083120.1
OG0001728	YJR074W	6183.Smp_048930.1
OG0001730	YER014W	6183.Smp_068250.1
OG0001731	YOR323C	6183.Smp_145020.1
OG0001733	YIL155C	6183.Smp_121990.1
OG0001734	YDL051W	6183.Smp_164650.1
OG0001735	YER143W	6183.Smp_063670.1
OG0001737	YMR205C	6183.Smp_043670.2
OG0001738	YMR235C	6183.Smp_166310.1
OG0001739	YDR084C	6183.Smp_056850.1
OG0001740	YHR051W	6183.Smp_148800.1
OG0001741	YPR094W	6183.Smp_011720.1
OG0001742	YLR293C	6183.Smp_079430.2
OG0001745	YNL006W	6183.Smp_073560.2
OG0001748	YNR030W	6183.Smp_161590.1
OG0001749	YDR221W	6183.Smp_131400.1
OG0001750	YMR259C	6183.Smp_138200.1
OG0001751	YMR281W	6183.Smp_035080.1
OG0001752	YKL210W	6183.Smp_162630.1
OG0001753	YDL217C	6183.Smp_038630.1
OG0001754	YHR168W	6183.Smp_191360.1
OG0001756	YOL010W	6183.Smp_102450.1
OG0001757	YKR002W	6183.Smp_178850.1
OG0001758	YPR082C	6183.Smp_106050.1
OG0001759	YGR037C	6183.Smp_149150.1
OG0001761	YPR133C	6183.Smp_008500.2
OG0001762	YDL164C	6183.Smp_019840.2
OG0001763	YNR038W	6183.Smp_210260.1
OG0001764	YBL076C	6183.Smp_041600.1
OG0001765	YER053C	6183.Smp_083720.1
OG0001766	YGR245C	6183.Smp_098980.1
OG0001767	YML010W	6183.Smp_151070.1
OG0001768	YOL125W	6183.Smp_196960.1
OG0001769	YOL004W	6183.Smp_171160.1
OG0001772	YDL143W	6183.Smp_004600.1
OG0001773	YOR006C	6183.Smp_042650.1
OG0001775	YNL265C	6183.Smp_057650.1
OG0001776	YOL033W	6183.Smp_009520.1
OG0001777	YGL244W	6183.Smp_161170.1
OG0001778	YOR145C	6183.Smp_073080.2
OG0001779	YDL166C	6183.Smp_050570.1
OG0001780	YLR066W	6183.Smp_175420.1
OG0001782	YNL022C	6183.Smp_211200.1
OG0001783	YJR117W	6183.Smp_082620.1
OG0001784	YHR027C	6183.Smp_000030.1
OG0001785	YGR116W	6183.Smp_180420.1
OG0001786	YDR037W	6183.Smp_104470.1
OG0001787	YLR175W	6183.Smp_068920.3
OG0001789	YGR202C	6183.Smp_124730.1
OG0001790	YGL127C	6183.Smp_024060.1
OG0001791	YDR172W	6183.Smp_005180.1
OG0001792	YGL150C	6183.Smp_163620.1
OG0001795	YER100W	6183.Smp_059750.2
OG0001796	YOR168W	6183.Smp_148050.1
OG0001797	YPL065W	6183.Smp_067540.1
OG0001798	YPL074W	6183.Smp_002810.1
OG0001799	YDR080W	6183.Smp_073110.1
OG0001800	YBR011C	6183.Smp_210890.1
OG0001801	YLR438C-A	6183.Smp_078640.1
OG0001803	YDR047W	6183.Smp_143740.1
OG0001804	YKR026C	6183.Smp_084900.1
OG0001808	YPL167C	6183.Smp_125680.1
OG0001809	YBL041W	6183.Smp_025800.1
OG0001810	YKL196C	6183.Smp_047450.1
OG0001812	YNL238W	6183.Smp_077980.1
OG0001813	YJL072C	6183.Smp_100380.1
OG0001814	YOR241W	6183.Smp_162030.1
OG0001815	YLR438W	6183.Smp_000660.1
OG0001816	YOR358W	6183.Smp_176340.1
OG0001817	YDR044W	6183.Smp_162280.1
OG0001818	YNL267W	6183.Smp_130340.1
OG0001819	YHR188C	6183.Smp_020210.1
OG0001820	YGR007W	6183.Smp_158130.1
OG0001822	YLR195C	6183.Smp_121420.1
OG0001823	YHR099W	6183.Smp_196120.1
OG0001824	YPL178W	6183.Smp_166430.1
OG0001825	YER051W	6183.Smp_196270.1
OG0001826	YER171W	6183.Smp_199100.1
OG0001827	YPL013C	6183.Smp_066480.1
OG0001829	YLR418C	6183.Smp_144090.2
OG0001830	YOL145C	6183.Smp_072370.1
OG0001831	YDL208W	6183.Smp_098330.1
OG0001832	YER078C	6183.Smp_210480.1
OG0001833	YKR071C	6183.Smp_207000.1
OG0001835	YML080W	6183.Smp_096200.1
OG0001836	YGR083C	6183.Smp_166550.1
OG0001838	YDR135C	6183.Smp_171740.1
OG0001840	YIR026C	6183.Smp_081510.1
OG0001841	YGL047W	6183.Smp_082710.1
OG0001843	YGR244C	6183.Smp_060820.1
OG0001844	YEL003W	6183.Smp_030290.1
OG0001845	YLR106C	6183.Smp_143650.1
OG0001846	YLR274W	6183.Smp_143490.1
OG0001847	YMR114C	6183.Smp_163330.1
OG0001849	YBR082C	6183.Smp_068000.1
OG0001850	YLR340W	6183.Smp_009690.1
OG0001851	YGL180W	6183.Smp_145190.1
OG0001852	YCR072C	6183.Smp_000600.1
OG0001853	YBR061C	6183.Smp_137590.1
OG0001854	YAL005C	6183.Smp_106930.1
OG0001855	YER133W	6183.Smp_028990.1
OG0001856	YBR175W	6183.Smp_049890.1
OG0001857	YBR029C	6183.Smp_144030.1
OG0001858	YCL033C	6183.Smp_167890.1
OG0001859	YOR339C	6183.Smp_051010.1
OG0001860	YBL057C	6183.Smp_030330.2
OG0001862	YBR192W	6183.Smp_061250.1
OG0001863	YIL075C	6183.Smp_175250.1
OG0001864	YJL167W	6183.Smp_070710.1
OG0001866	YOR067C	6183.Smp_151520.1
OG0001867	YBR254C	6183.Smp_168330.1
OG0001868	YOL135C	6183.Smp_018610.1
OG0001869	YDR027C	6183.Smp_159750.1
OG0001871	YDR404C	6183.Smp_128840.1
OG0001873	YMR309C	6183.Smp_000480.1
OG0001874	YLR105C	6183.Smp_033140.1
OG0001875	YNR054C	6183.Smp_093850.1
OG0001876	YOR262W	6183.Smp_165330.1
OG0001877	YER157W	6183.Smp_130460.1
OG0001878	YDL087C	6183.Smp_015850.3
OG0001879	YGR246C	6183.Smp_071570.1
OG0001880	YDR177W	6183.Smp_082050.1
OG0001881	YPR125W	6183.Smp_065110.1
OG0001882	YPR131C	6183.Smp_048260.2
OG0001883	YJL168C	6183.Smp_210650.1
OG0001884	YDL014W	6183.Smp_044280.1
OG0001885	YDR289C	6183.Smp_092170.1
OG0001886	YLR239C	6183.Smp_176550.1
OG0001887	YJR036C	6183.Smp_168160.1
OG0001888	YBR228W	6183.Smp_106040.1
OG0001890	YGL183C	6183.Smp_058990.1
OG0001891	YMR028W	6183.Smp_154230.2
OG0001892	YBR263W	6183.Smp_179710.1
OG0001893	YKL067W	6183.Smp_092750.1
OG0001894	Q0130	6183.Smp_000880.2
OG0001895	YNL110C	6183.Smp_078520.1
OG0001896	YNL232W	6183.Smp_007540.1
OG0001897	YOR161C	6183.Smp_160740.1
OG0001898	YDL090C	6183.Smp_065780.1
OG0001899	YPL262W	6183.Smp_158240.1
OG0001900	YCR042C	6183.Smp_128960.1
OG0001901	YKR031C	6183.Smp_151420.1
OG0001902	YLR262C-A	6183.Smp_169920.1
OG0001903	YNL262W	6183.Smp_210940.1
OG0001904	YOR210W	6183.Smp_008440.1
OG0001905	YGL099W	6183.Smp_147850.1
OG0001906	YMR178W	6183.Smp_008370.1
OG0001907	YAL035W	6183.Smp_006990.1
OG0001910	YKL151C	6183.Smp_000470.1
OG0001911	YML015C	6183.Smp_134790.1
OG0001912	YMR197C	6183.Smp_068480.1
OG0001913	YML014W	6183.Smp_124160.2
OG0001914	YPR036W	6183.Smp_015070.1
OG0001916	YOR217W	6183.Smp_004020.1
OG0001917	YDR510W	6183.Smp_045510.1
OG0001918	YPL237W	6183.Smp_103460.1
OG0001919	YDL055C	6183.Smp_000510.1
OG0001920	YJL001W	6183.Smp_034490.1
OG0001921	YHL010C	6183.Smp_199130.1
OG0001923	YOL006C	6183.Smp_033050.1
OG0001924	YOR259C	6183.Smp_017070.1
OG0001925	YDL103C	6183.Smp_043350.1
OG0001927	YJL024C	6183.Smp_034400.1
OG0001929	YLR207W	6183.Smp_133270.1
OG0001931	YGR020C	6183.Smp_023160.1
OG0001932	YGR100W	6183.Smp_150050.1
OG0001933	YAL032C	6183.Smp_105860.1
OG0001934	YCL055W	6183.Smp_172190.1
OG0001935	YPL122C	6183.Smp_082790.1
OG0001936	YER154W	6183.Smp_161940.1
OG0001937	YGR231C	6183.Smp_075210.2
OG0001938	YAL015C	6183.Smp_006710.1
OG0001940	YFL039C	6183.Smp_183710.1
OG0001941	YOR091W	6183.Smp_099900.1
OG0001942	YJR050W	6183.Smp_126720.1
OG0001943	YNL240C	6183.Smp_083020.1
OG0001944	YOR079C	6183.Smp_162920.1
OG0001945	YDL236W	6183.Smp_030220.1
OG0001946	YIL008W	6183.Smp_030180.1
OG0001947	YDL190C	6183.Smp_030780.1
OG0001948	YPR186C	6183.Smp_147010.1
OG0001949	YDL047W	6183.Smp_023150.1
OG0001950	YDR092W	6183.Smp_083400.1
OG0001951	YPL138C	6183.Smp_022020.1
OG0001953	YGR145W	6183.Smp_180370.1
OG0001954	YNR029C	6183.Smp_036570.1
OG0001955	YDR374C	6183.Smp_040460.1
OG0001957	YKL082C	6183.Smp_028060.1
OG0001958	YDR270W	6183.Smp_144970.1
OG0001959	YMR001C	6183.Smp_009600.1
OG0001960	YDR152W	6183.Smp_022150.1
OG0001961	YJR142W	6183.Smp_159190.1
OG0001962	YLR410W	6183.Smp_045860.1
OG0001963	YJL034W	6183.Smp_049550.1
OG0001964	YNL107W	6183.Smp_070760.1
OG0001965	YGL011C	6183.Smp_207080.1
OG0001966	YGR036C	6183.Smp_048270.2
OG0001967	YOR095C	6183.Smp_148770.1
OG0001968	YGL122C	6183.Smp_044810.1
OG0001969	YHR076W	6183.Smp_046890.1
OG0001970	YOR224C	6183.Smp_006850.1
OG0001971	YMR217W	6183.Smp_063830.1
OG0001972	YDL003W	6183.Smp_148150.1
OG0001974	YPL043W	6183.Smp_133470.1
OG0001975	YGR046W	6183.Smp_148560.1
OG0001977	YML042W	6183.Smp_146910.1
OG0001978	YBR004C	6183.Smp_177040.1
OG0001980	YNL088W	6183.Smp_065840.1
OG0001981	YER009W	6183.Smp_037700.1
OG0001982	YAL036C	6183.Smp_173180.2
OG0001985	YLL011W	6183.Smp_134060.1
OG0001987	YLR384C	6183.Smp_144930.1
OG0001988	YJR033C	6183.Smp_127680.1
OG0001989	YCR087C-A	6183.Smp_150840.2
OG0001990	YBR103W	6183.Smp_098760.1
OG0001992	YBL024W	6183.Smp_175950.1
OG0001993	YOR149C	6183.Smp_210350.1
OG0001994	YJL180C	6183.Smp_162270.1
OG0001996	YGR063C	6183.Smp_012530.1
OG0001997	YDL168W	6183.Smp_044440.1
OG0001998	YKL160W	6183.Smp_118750.1
OG0001999	YHR068W	6183.Smp_065120.1
OG0002000	YLR291C	6183.Smp_014620.1
OG0002001	YKL144C	6183.Smp_174370.1
OG0002002	YHR037W	6183.Smp_065060.1
OG0002003	YHR012W	6183.Smp_050350.2
OG0002004	YGR192C	6183.Smp_056970.1
OG0002005	YLR240W	6183.Smp_128130.1
OG0002006	YOR125C	6183.Smp_180060.1
OG0002008	YNL064C	6183.Smp_035200.4
OG0002009	YHR077C	6183.Smp_156450.2
OG0002011	YPL252C	6183.Smp_124940.1
OG0002012	YPR047W	6183.Smp_149430.1
OG0002013	YOR056C	6183.Smp_064510.1
OG0002014	YKL019W	6183.Smp_091770.1
OG0002015	YBR006W	6183.Smp_161350.1
OG0002016	YML046W	6183.Smp_170570.1
OG0002017	YAL002W	6183.Smp_171880.1
OG0002018	YDR468C	6183.Smp_104960.1
OG0002020	YLR447C	6183.Smp_079950.1
OG0002021	YDL084W	6183.Smp_003660.1
OG0002022	YOR236W	6183.Smp_175230.1
OG0002023	YBR196C	6183.Smp_022400.1
OG0002024	YJR035W	6183.Smp_135910.1
OG0002025	YGL163C	6183.Smp_194820.1
OG0002026	YPL157W	6183.Smp_154780.1
OG0002027	YAL021C	6183.Smp_172270.1
OG0002028	YFL036W	6183.Smp_148720.1
OG0002029	YNL147W	6183.Smp_210830.1
OG0002030	YOR176W	6183.Smp_140790.1
OG0002031	YMR229C	6183.Smp_105930.1
OG0002032	YPR165W	6183.Smp_072140.1
OG0002033	YJL014W	6183.Smp_041740.1
OG0002034	YOR310C	6183.Smp_148990.1
OG0002035	YGL092W	6183.Smp_027890.1
OG0002036	YNL286W	6183.Smp_152440.1
OG0002037	YPR066W	6183.Smp_211070.1
OG0002038	YMR301C	6183.Smp_087930.1
OG0002039	YPL247C	6183.Smp_018710.1
OG0002040	YOR063W	6183.Smp_047200.1
OG0002041	YLR275W	6183.Smp_075560.1
OG0002043	YDL040C	6183.Smp_062520.1
OG0002044	YDR145W	6183.Smp_211170.1
